video_id,kind,text_idx,word_count,scene_axis_count,scene_term_density_per_100w,has_who_role,has_action_relation,has_spatial_relation,has_count,n_who_role,n_action_relation,n_spatial_relation,n_count
-LVOf40Dbqg_000103_000113,vatex_caption,9,12,1,8.333333333333334,0,1,0,0,0,1,0,0
3WJjJcCBmE4_000115_000125,professional_ad,0,68,3,8.823529411764707,1,1,1,0,2,3,1,0
3WJjJcCBmE4_000115_000125,vatex_caption,0,24,2,12.5,1,1,0,0,2,1,0,0
3WJjJcCBmE4_000115_000125,vatex_caption,1,16,1,6.25,1,0,0,0,1,0,0,0
3WJjJcCBmE4_000115_000125,vatex_caption,2,17,1,5.882352941176471,1,0,0,0,1,0,0,0
3WJjJcCBmE4_000115_000125,vatex_caption,3,19,1,5.2631578947368425,1,0,0,0,1,0,0,0
3WJjJcCBmE4_000115_000125,vatex_caption,4,15,2,13.333333333333334,1,0,1,0,1,0,1,0
3WJjJcCBmE4_000115_000125,vatex_caption,5,12,2,16.666666666666668,1,1,0,0,1,1,0,0
3WJjJcCBmE4_000115_000125,vatex_caption,6,13,1,7.6923076923076925,1,0,0,0,1,0,0,0
3WJjJcCBmE4_000115_000125,vatex_caption,7,15,2,13.333333333333334,1,1,0,0,1,1,0,0
3WJjJcCBmE4_000115_000125,vatex_caption,8,21,2,9.523809523809524,1,0,1,0,1,0,1,0
3WJjJcCBmE4_000115_000125,vatex_caption,9,14,1,7.142857142857143,1,0,0,0,1,0,0,0
GC5hvc7Qu3g_000000_000010,professional_ad,0,41,2,7.317073170731708,1,1,0,0,1,2,0,0
GC5hvc7Qu3g_000000_000010,vatex_caption,0,14,1,14.285714285714286,1,0,0,0,2,0,0,0
GC5hvc7Qu3g_000000_000010,vatex_caption,1,17,1,11.764705882352942,1,0,0,0,2,0,0,0
GC5hvc7Qu3g_000000_000010,vatex_caption,2,17,2,11.764705882352942,1,1,0,0,1,1,0,0
GC5hvc7Qu3g_000000_000010,vatex_caption,3,17,2,11.764705882352942,1,1,0,0,1,1,0,0
GC5hvc7Qu3g_000000_000010,vatex_caption,4,10,2,20.0,1,0,0,1,1,0,0,1
GC5hvc7Qu3g_000000_000010,vatex_caption,5,15,3,26.666666666666668,1,1,1,0,2,1,1,0
GC5hvc7Qu3g_000000_000010,vatex_caption,6,13,3,23.076923076923077,1,1,1,0,1,1,1,0
GC5hvc7Qu3g_000000_000010,vatex_caption,7,19,2,15.789473684210526,1,0,1,0,2,0,1,0
GC5hvc7Qu3g_000000_000010,vatex_caption,8,31,1,3.225806451612903,1,0,0,0,1,0,0,0
GC5hvc7Qu3g_000000_000010,vatex_caption,9,11,1,9.090909090909092,1,0,0,0,1,0,0,0
IfUS64FCSx4_000033_000043,professional_ad,0,51,3,13.72549019607843,1,1,1,0,2,4,1,0
IfUS64FCSx4_000033_000043,vatex_caption,0,15,2,20.0,1,1,0,0,2,1,0,0
IfUS64FCSx4_000033_000043,vatex_caption,1,10,3,30.0,1,1,0,1,1,1,0,1
IfUS64FCSx4_000033_000043,vatex_caption,2,16,1,6.25,1,0,0,0,1,0,0,0
IfUS64FCSx4_000033_000043,vatex_caption,3,13,3,30.76923076923077,1,1,0,1,2,1,0,1
IfUS64FCSx4_000033_000043,vatex_caption,4,12,3,33.333333333333336,1,1,1,0,2,1,1,0
IfUS64FCSx4_000033_000043,vatex_caption,5,13,2,23.076923076923077,1,1,0,0,2,1,0,0
IfUS64FCSx4_000033_000043,vatex_caption,6,8,2,37.5,1,1,0,0,2,1,0,0
IfUS64FCSx4_000033_000043,vatex_caption,7,10,3,40.0,1,1,0,1,1,2,0,1
IfUS64FCSx4_000033_000043,vatex_caption,8,12,2,33.333333333333336,1,1,0,0,2,2,0,0
IfUS64FCSx4_000033_000043,vatex_caption,9,15,3,26.666666666666668,1,1,1,0,2,1,1,0
z1ak154fN-A_000000_000010,professional_ad,0,34,2,11.764705882352942,1,1,0,0,2,2,0,0
z1ak154fN-A_000000_000010,vatex_caption,0,12,1,16.666666666666668,1,0,0,0,2,0,0,0
z1ak154fN-A_000000_000010,vatex_caption,1,10,2,20.0,1,1,0,0,1,1,0,0
z1ak154fN-A_000000_000010,vatex_caption,2,19,3,15.789473684210526,1,1,1,0,1,1,1,0
z1ak154fN-A_000000_000010,vatex_caption,3,15,1,6.666666666666667,0,1,0,0,0,1,0,0
z1ak154fN-A_000000_000010,vatex_caption,4,11,1,9.090909090909092,0,1,0,0,0,1,0,0
z1ak154fN-A_000000_000010,vatex_caption,5,18,3,16.666666666666668,1,1,1,0,1,1,1,0
z1ak154fN-A_000000_000010,vatex_caption,6,15,2,33.333333333333336,1,1,0,0,2,3,0,0
z1ak154fN-A_000000_000010,vatex_caption,7,13,3,23.076923076923077,1,0,1,1,1,0,1,1
z1ak154fN-A_000000_000010,vatex_caption,8,15,3,20.0,1,1,1,0,1,1,1,0
z1ak154fN-A_000000_000010,vatex_caption,9,12,2,16.666666666666668,1,1,0,0,1,1,0,0
dsebReHv7k0_000087_000097,professional_ad,0,72,4,11.11111111111111,1,1,1,1,2,3,1,2
dsebReHv7k0_000087_000097,vatex_caption,0,13,3,38.46153846153846,1,1,0,1,1,3,0,1
dsebReHv7k0_000087_000097,vatex_caption,1,13,4,38.46153846153846,1,1,1,1,2,1,1,1
dsebReHv7k0_000087_000097,vatex_caption,2,16,3,25.0,1,0,1,1,2,0,1,1
dsebReHv7k0_000087_000097,vatex_caption,3,20,3,15.0,1,1,0,1,1,1,0,1
dsebReHv7k0_000087_000097,vatex_caption,4,11,1,9.090909090909092,0,0,1,0,0,0,1,0
dsebReHv7k0_000087_000097,vatex_caption,5,12,3,33.333333333333336,1,1,0,1,2,1,0,1
dsebReHv7k0_000087_000097,vatex_caption,6,15,3,26.666666666666668,1,1,0,1,1,2,0,1
dsebReHv7k0_000087_000097,vatex_caption,7,13,3,30.76923076923077,1,1,0,1,2,1,0,1
dsebReHv7k0_000087_000097,vatex_caption,8,24,3,12.5,1,0,1,1,1,0,1,1
dsebReHv7k0_000087_000097,vatex_caption,9,16,1,18.75,0,0,1,0,0,0,3,0
2YGIhoMqYwM_000015_000025,professional_ad,0,35,1,5.714285714285714,1,0,0,0,2,0,0,0
2YGIhoMqYwM_000015_000025,vatex_caption,0,15,1,13.333333333333334,1,0,0,0,2,0,0,0
2YGIhoMqYwM_000015_000025,vatex_caption,1,17,2,23.529411764705884,1,1,0,0,3,1,0,0
2YGIhoMqYwM_000015_000025,vatex_caption,2,13,1,7.6923076923076925,1,0,0,0,1,0,0,0
2YGIhoMqYwM_000015_000025,vatex_caption,3,16,2,18.75,1,1,0,0,1,2,0,0
2YGIhoMqYwM_000015_000025,vatex_caption,4,12,1,16.666666666666668,1,0,0,0,2,0,0,0
2YGIhoMqYwM_000015_000025,vatex_caption,5,13,1,7.6923076923076925,1,0,0,0,1,0,0,0
2YGIhoMqYwM_000015_000025,vatex_caption,6,19,2,10.526315789473685,1,1,0,0,1,1,0,0
2YGIhoMqYwM_000015_000025,vatex_caption,7,20,1,5.0,1,0,0,0,1,0,0,0
2YGIhoMqYwM_000015_000025,vatex_caption,8,10,1,20.0,1,0,0,0,2,0,0,0
2YGIhoMqYwM_000015_000025,vatex_caption,9,13,1,15.384615384615385,1,0,0,0,2,0,0,0
jTooszMQHOg_000000_000010,professional_ad,0,42,3,14.285714285714286,1,1,0,1,2,1,0,3
jTooszMQHOg_000000_000010,vatex_caption,0,19,1,10.526315789473685,1,0,0,0,2,0,0,0
jTooszMQHOg_000000_000010,vatex_caption,1,28,2,7.142857142857143,1,0,0,1,1,0,0,1
jTooszMQHOg_000000_000010,vatex_caption,2,16,2,18.75,1,1,0,0,2,1,0,0
jTooszMQHOg_000000_000010,vatex_caption,3,18,3,33.333333333333336,1,1,1,0,2,3,1,0
jTooszMQHOg_000000_000010,vatex_caption,4,16,3,25.0,1,0,1,1,2,0,1,1
jTooszMQHOg_000000_000010,vatex_caption,5,15,2,13.333333333333334,1,0,0,1,1,0,0,1
jTooszMQHOg_000000_000010,vatex_caption,6,23,3,17.391304347826086,1,1,0,1,2,1,0,1
jTooszMQHOg_000000_000010,vatex_caption,7,23,3,17.391304347826086,1,1,1,0,1,2,1,0
jTooszMQHOg_000000_000010,vatex_caption,8,10,2,30.0,1,0,0,1,2,0,0,1
jTooszMQHOg_000000_000010,vatex_caption,9,15,2,20.0,1,0,1,0,2,0,1,0
PbGvLf7HvXQ_000063_000073,professional_ad,0,60,4,15.0,1,1,1,1,2,4,1,2
PbGvLf7HvXQ_000063_000073,vatex_caption,0,15,1,6.666666666666667,0,0,0,1,0,0,0,1
PbGvLf7HvXQ_000063_000073,vatex_caption,1,11,1,9.090909090909092,1,0,0,0,1,0,0,0
PbGvLf7HvXQ_000063_000073,vatex_caption,2,10,2,20.0,1,0,0,1,1,0,0,1
PbGvLf7HvXQ_000063_000073,vatex_caption,3,17,0,0.0,0,0,0,0,0,0,0,0
PbGvLf7HvXQ_000063_000073,vatex_caption,4,29,3,17.24137931034483,1,1,1,0,2,2,1,0
PbGvLf7HvXQ_000063_000073,vatex_caption,5,11,2,18.181818181818183,1,0,0,1,1,0,0,1
PbGvLf7HvXQ_000063_000073,vatex_caption,6,9,2,22.22222222222222,1,0,0,1,1,0,0,1
PbGvLf7HvXQ_000063_000073,vatex_caption,7,20,3,20.0,1,1,1,0,1,2,1,0
PbGvLf7HvXQ_000063_000073,vatex_caption,8,14,2,21.428571428571427,0,1,1,0,0,2,1,0
PbGvLf7HvXQ_000063_000073,vatex_caption,9,12,1,8.333333333333334,1,0,0,0,1,0,0,0
HfkPAd_x--o_000017_000027,professional_ad,0,59,2,3.389830508474576,1,1,0,0,1,1,0,0
HfkPAd_x--o_000017_000027,vatex_caption,0,11,1,9.090909090909092,1,0,0,0,1,0,0,0
HfkPAd_x--o_000017_000027,vatex_caption,1,11,2,18.181818181818183,1,1,0,0,1,1,0,0
HfkPAd_x--o_000017_000027,vatex_caption,2,20,2,15.0,1,1,0,0,1,2,0,0
HfkPAd_x--o_000017_000027,vatex_caption,3,16,2,12.5,1,1,0,0,1,1,0,0
HfkPAd_x--o_000017_000027,vatex_caption,4,8,1,12.5,0,1,0,0,0,1,0,0
HfkPAd_x--o_000017_000027,vatex_caption,5,12,3,25.0,1,1,1,0,1,1,1,0
HfkPAd_x--o_000017_000027,vatex_caption,6,14,3,21.428571428571427,1,1,1,0,1,1,1,0
HfkPAd_x--o_000017_000027,vatex_caption,7,13,1,7.6923076923076925,1,0,0,0,1,0,0,0
HfkPAd_x--o_000017_000027,vatex_caption,8,9,0,0.0,0,0,0,0,0,0,0,0
HfkPAd_x--o_000017_000027,vatex_caption,9,15,2,13.333333333333334,1,1,0,0,1,1,0,0
kbfio_dNFEc_000032_000042,professional_ad,0,66,3,9.090909090909092,1,1,1,0,1,3,2,0
kbfio_dNFEc_000032_000042,vatex_caption,0,20,3,15.0,1,1,1,0,1,1,1,0
kbfio_dNFEc_000032_000042,vatex_caption,1,18,2,11.11111111111111,1,1,0,0,1,1,0,0
kbfio_dNFEc_000032_000042,vatex_caption,2,12,1,8.333333333333334,1,0,0,0,1,0,0,0
kbfio_dNFEc_000032_000042,vatex_caption,3,21,2,9.523809523809524,1,1,0,0,1,1,0,0
kbfio_dNFEc_000032_000042,vatex_caption,4,20,1,5.0,0,1,0,0,0,1,0,0
kbfio_dNFEc_000032_000042,vatex_caption,5,16,2,12.5,1,1,0,0,1,1,0,0
kbfio_dNFEc_000032_000042,vatex_caption,6,15,2,13.333333333333334,1,1,0,0,1,1,0,0
kbfio_dNFEc_000032_000042,vatex_caption,7,18,2,11.11111111111111,1,1,0,0,1,1,0,0
kbfio_dNFEc_000032_000042,vatex_caption,8,13,1,7.6923076923076925,1,0,0,0,1,0,0,0
kbfio_dNFEc_000032_000042,vatex_caption,9,18,1,5.555555555555555,0,1,0,0,0,1,0,0
TF4q9y0rJoc_000000_000010,professional_ad,0,35,3,17.142857142857142,1,1,1,0,2,1,3,0
TF4q9y0rJoc_000000_000010,vatex_caption,0,10,2,20.0,1,0,1,0,1,0,1,0
TF4q9y0rJoc_000000_000010,vatex_caption,1,13,2,15.384615384615385,1,0,1,0,1,0,1,0
TF4q9y0rJoc_000000_000010,vatex_caption,2,10,2,20.0,1,1,0,0,1,1,0,0
TF4q9y0rJoc_000000_000010,vatex_caption,3,15,2,26.666666666666668,0,0,1,1,0,0,3,1
TF4q9y0rJoc_000000_000010,vatex_caption,4,15,2,13.333333333333334,1,0,1,0,1,0,1,0
TF4q9y0rJoc_000000_000010,vatex_caption,5,11,2,18.181818181818183,1,0,1,0,1,0,1,0
TF4q9y0rJoc_000000_000010,vatex_caption,6,13,2,15.384615384615385,1,0,1,0,1,0,1,0
TF4q9y0rJoc_000000_000010,vatex_caption,7,12,2,16.666666666666668,1,0,0,1,1,0,0,1
TF4q9y0rJoc_000000_000010,vatex_caption,8,11,1,9.090909090909092,1,0,0,0,1,0,0,0
TF4q9y0rJoc_000000_000010,vatex_caption,9,14,1,7.142857142857143,1,0,0,0,1,0,0,0
FDBimzPAudY_000041_000051,professional_ad,0,56,3,12.5,1,1,1,0,2,3,2,0
FDBimzPAudY_000041_000051,vatex_caption,0,21,0,0.0,0,0,0,0,0,0,0,0
FDBimzPAudY_000041_000051,vatex_caption,1,15,3,33.333333333333336,1,1,0,1,2,2,0,1
FDBimzPAudY_000041_000051,vatex_caption,2,24,3,20.833333333333332,1,1,1,0,2,2,1,0
FDBimzPAudY_000041_000051,vatex_caption,3,17,1,5.882352941176471,1,0,0,0,1,0,0,0
FDBimzPAudY_000041_000051,vatex_caption,4,19,3,15.789473684210526,1,1,1,0,1,1,1,0
FDBimzPAudY_000041_000051,vatex_caption,5,11,1,9.090909090909092,1,0,0,0,1,0,0,0
FDBimzPAudY_000041_000051,vatex_caption,6,14,2,14.285714285714286,1,1,0,0,1,1,0,0
FDBimzPAudY_000041_000051,vatex_caption,7,12,2,25.0,1,0,1,0,2,0,1,0
FDBimzPAudY_000041_000051,vatex_caption,8,31,3,16.129032258064516,1,1,1,0,3,1,1,0
FDBimzPAudY_000041_000051,vatex_caption,9,14,2,14.285714285714286,1,1,0,0,1,1,0,0
54s2722ZB5I_000013_000023,professional_ad,0,62,3,11.290322580645162,1,1,0,1,1,5,0,1
54s2722ZB5I_000013_000023,vatex_caption,0,16,3,18.75,1,1,0,1,1,1,0,1
54s2722ZB5I_000013_000023,vatex_caption,1,13,3,30.76923076923077,1,1,0,1,1,2,0,1
54s2722ZB5I_000013_000023,vatex_caption,2,11,3,36.36363636363637,1,1,0,1,1,2,0,1
54s2722ZB5I_000013_000023,vatex_caption,3,15,4,33.333333333333336,1,1,1,1,1,2,1,1
54s2722ZB5I_000013_000023,vatex_caption,4,14,3,21.428571428571427,1,1,0,1,1,1,0,1
54s2722ZB5I_000013_000023,vatex_caption,5,16,2,12.5,0,1,1,0,0,1,1,0
54s2722ZB5I_000013_000023,vatex_caption,6,13,4,46.15384615384615,1,1,1,1,1,3,1,1
54s2722ZB5I_000013_000023,vatex_caption,7,12,3,25.0,1,1,0,1,1,1,0,1
54s2722ZB5I_000013_000023,vatex_caption,8,15,1,20.0,0,1,0,0,0,3,0,0
54s2722ZB5I_000013_000023,vatex_caption,9,13,1,15.384615384615385,0,1,0,0,0,2,0,0
5_xXj3SAX68_000117_000127,professional_ad,0,61,3,6.557377049180328,1,1,1,0,1,2,1,0
5_xXj3SAX68_000117_000127,vatex_caption,0,15,1,6.666666666666667,0,1,0,0,0,1,0,0
5_xXj3SAX68_000117_000127,vatex_caption,1,15,2,13.333333333333334,1,0,1,0,1,0,1,0
5_xXj3SAX68_000117_000127,vatex_caption,2,14,2,14.285714285714286,1,1,0,0,1,1,0,0
5_xXj3SAX68_000117_000127,vatex_caption,3,14,1,7.142857142857143,0,0,1,0,0,0,1,0
5_xXj3SAX68_000117_000127,vatex_caption,4,16,1,6.25,1,0,0,0,1,0,0,0
5_xXj3SAX68_000117_000127,vatex_caption,5,17,2,11.764705882352942,1,1,0,0,1,1,0,0
5_xXj3SAX68_000117_000127,vatex_caption,6,16,2,12.5,1,1,0,0,1,1,0,0
5_xXj3SAX68_000117_000127,vatex_caption,7,13,1,7.6923076923076925,1,0,0,0,1,0,0,0
5_xXj3SAX68_000117_000127,vatex_caption,8,12,1,16.666666666666668,0,1,0,0,0,2,0,0
5_xXj3SAX68_000117_000127,vatex_caption,9,14,1,7.142857142857143,1,0,0,0,1,0,0,0
HxY32wNVydo_000051_000061,professional_ad,0,51,2,7.8431372549019605,1,1,0,0,1,3,0,0
HxY32wNVydo_000051_000061,vatex_caption,0,12,2,16.666666666666668,1,1,0,0,1,1,0,0
HxY32wNVydo_000051_000061,vatex_caption,1,19,2,15.789473684210526,1,1,0,0,1,2,0,0
HxY32wNVydo_000051_000061,vatex_caption,2,16,3,25.0,1,1,0,1,1,2,0,1
HxY32wNVydo_000051_000061,vatex_caption,3,11,2,27.272727272727273,1,1,0,0,1,2,0,0
HxY32wNVydo_000051_000061,vatex_caption,4,11,4,45.45454545454545,1,1,1,1,2,1,1,1
HxY32wNVydo_000051_000061,vatex_caption,5,12,2,16.666666666666668,1,1,0,0,1,1,0,0
HxY32wNVydo_000051_000061,vatex_caption,6,8,1,12.5,0,1,0,0,0,1,0,0
HxY32wNVydo_000051_000061,vatex_caption,7,11,2,18.181818181818183,1,1,0,0,1,1,0,0
HxY32wNVydo_000051_000061,vatex_caption,8,11,2,18.181818181818183,1,1,0,0,1,1,0,0
HxY32wNVydo_000051_000061,vatex_caption,9,14,1,7.142857142857143,1,0,0,0,1,0,0,0
MvEYXfJCd-4_000061_000071,professional_ad,0,44,3,27.272727272727273,1,1,1,0,4,5,3,0
MvEYXfJCd-4_000061_000071,vatex_caption,0,14,2,28.571428571428573,1,1,0,0,2,2,0,0
MvEYXfJCd-4_000061_000071,vatex_caption,1,10,3,50.0,1,1,1,0,2,1,2,0
MvEYXfJCd-4_000061_000071,vatex_caption,2,16,2,25.0,1,1,0,0,2,2,0,0
MvEYXfJCd-4_000061_000071,vatex_caption,3,18,3,33.333333333333336,1,1,1,0,2,2,2,0
MvEYXfJCd-4_000061_000071,vatex_caption,4,23,3,39.130434782608695,1,1,1,0,4,4,1,0
MvEYXfJCd-4_000061_000071,vatex_caption,5,13,1,15.384615384615385,1,0,0,0,2,0,0,0
MvEYXfJCd-4_000061_000071,vatex_caption,6,12,3,25.0,1,1,1,0,1,1,1,0
MvEYXfJCd-4_000061_000071,vatex_caption,7,11,2,27.272727272727273,1,1,0,0,1,2,0,0
MvEYXfJCd-4_000061_000071,vatex_caption,8,13,3,30.76923076923077,1,1,1,0,1,2,1,0
MvEYXfJCd-4_000061_000071,vatex_caption,9,15,3,33.333333333333336,1,1,1,0,2,2,1,0
q9fj-Qzpgyc_000058_000068,professional_ad,0,35,2,8.571428571428571,1,1,0,0,1,2,0,0
q9fj-Qzpgyc_000058_000068,vatex_caption,0,10,2,20.0,1,1,0,0,1,1,0,0
q9fj-Qzpgyc_000058_000068,vatex_caption,1,11,0,0.0,0,0,0,0,0,0,0,0
q9fj-Qzpgyc_000058_000068,vatex_caption,2,14,2,14.285714285714286,1,1,0,0,1,1,0,0
q9fj-Qzpgyc_000058_000068,vatex_caption,3,10,1,10.0,1,0,0,0,1,0,0,0
q9fj-Qzpgyc_000058_000068,vatex_caption,4,12,2,16.666666666666668,1,1,0,0,1,1,0,0
q9fj-Qzpgyc_000058_000068,vatex_caption,5,10,2,20.0,1,1,0,0,1,1,0,0
q9fj-Qzpgyc_000058_000068,vatex_caption,6,14,1,7.142857142857143,1,0,0,0,1,0,0,0
q9fj-Qzpgyc_000058_000068,vatex_caption,7,13,2,30.76923076923077,1,1,0,0,1,3,0,0
q9fj-Qzpgyc_000058_000068,vatex_caption,8,12,2,16.666666666666668,1,1,0,0,1,1,0,0
q9fj-Qzpgyc_000058_000068,vatex_caption,9,15,2,13.333333333333334,1,1,0,0,1,1,0,0
MyD-2PjKi7k_000000_000010,professional_ad,0,57,2,3.508771929824561,1,1,0,0,1,1,0,0
MyD-2PjKi7k_000000_000010,vatex_caption,0,12,2,16.666666666666668,1,0,1,0,1,0,1,0
MyD-2PjKi7k_000000_000010,vatex_caption,1,20,1,5.0,0,1,0,0,0,1,0,0
MyD-2PjKi7k_000000_000010,vatex_caption,2,13,2,15.384615384615385,1,0,1,0,1,0,1,0
MyD-2PjKi7k_000000_000010,vatex_caption,3,10,0,0.0,0,0,0,0,0,0,0,0
MyD-2PjKi7k_000000_000010,vatex_caption,4,12,2,16.666666666666668,1,1,0,0,1,1,0,0
MyD-2PjKi7k_000000_000010,vatex_caption,5,22,4,22.727272727272727,1,1,1,1,1,2,1,1
MyD-2PjKi7k_000000_000010,vatex_caption,6,17,1,5.882352941176471,1,0,0,0,1,0,0,0
MyD-2PjKi7k_000000_000010,vatex_caption,7,12,2,16.666666666666668,1,1,0,0,1,1,0,0
MyD-2PjKi7k_000000_000010,vatex_caption,8,16,1,6.25,1,0,0,0,1,0,0,0
MyD-2PjKi7k_000000_000010,vatex_caption,9,17,2,11.764705882352942,1,1,0,0,1,1,0,0
3olCkfRrlHw_000056_000066,professional_ad,0,43,3,11.627906976744185,1,1,1,0,1,1,3,0
3olCkfRrlHw_000056_000066,vatex_caption,0,16,1,6.25,1,0,0,0,1,0,0,0
3olCkfRrlHw_000056_000066,vatex_caption,1,12,3,25.0,1,1,1,0,1,1,1,0
3olCkfRrlHw_000056_000066,vatex_caption,2,15,1,6.666666666666667,1,0,0,0,1,0,0,0
3olCkfRrlHw_000056_000066,vatex_caption,3,20,2,10.0,0,1,1,0,0,1,1,0
3olCkfRrlHw_000056_000066,vatex_caption,4,11,1,9.090909090909092,0,0,1,0,0,0,1,0
3olCkfRrlHw_000056_000066,vatex_caption,5,13,2,15.384615384615385,1,0,1,0,1,0,1,0
3olCkfRrlHw_000056_000066,vatex_caption,6,20,4,20.0,1,1,1,1,1,1,1,1
3olCkfRrlHw_000056_000066,vatex_caption,7,14,1,7.142857142857143,1,0,0,0,1,0,0,0
3olCkfRrlHw_000056_000066,vatex_caption,8,15,1,6.666666666666667,1,0,0,0,1,0,0,0
3olCkfRrlHw_000056_000066,vatex_caption,9,20,2,10.0,1,0,1,0,1,0,1,0
1kyqKJh3eTc_000048_000058,professional_ad,0,40,4,20.0,1,1,1,1,1,2,3,2
1kyqKJh3eTc_000048_000058,vatex_caption,0,16,1,6.25,1,0,0,0,1,0,0,0
1kyqKJh3eTc_000048_000058,vatex_caption,1,19,4,31.57894736842105,1,1,1,1,1,1,2,2
1kyqKJh3eTc_000048_000058,vatex_caption,2,11,4,36.36363636363637,1,1,1,1,1,1,1,1
1kyqKJh3eTc_000048_000058,vatex_caption,3,13,3,23.076923076923077,1,1,0,1,1,1,0,1
1kyqKJh3eTc_000048_000058,vatex_caption,4,12,3,25.0,1,1,1,0,1,1,1,0
1kyqKJh3eTc_000048_000058,vatex_caption,5,11,3,36.36363636363637,1,1,1,0,1,1,2,0
1kyqKJh3eTc_000048_000058,vatex_caption,6,16,3,18.75,1,1,0,1,1,1,0,1
1kyqKJh3eTc_000048_000058,vatex_caption,7,13,2,15.384615384615385,1,0,1,0,1,0,1,0
1kyqKJh3eTc_000048_000058,vatex_caption,8,11,2,18.181818181818183,1,0,1,0,1,0,1,0
1kyqKJh3eTc_000048_000058,vatex_caption,9,11,1,9.090909090909092,1,0,0,0,1,0,0,0
t0PjOtOi6_E_000099_000109,professional_ad,0,52,3,9.615384615384615,1,1,1,0,1,1,3,0
t0PjOtOi6_E_000099_000109,vatex_caption,0,13,2,15.384615384615385,1,0,1,0,1,0,1,0
t0PjOtOi6_E_000099_000109,vatex_caption,1,18,2,11.11111111111111,1,1,0,0,1,1,0,0
t0PjOtOi6_E_000099_000109,vatex_caption,2,14,1,7.142857142857143,1,0,0,0,1,0,0,0
t0PjOtOi6_E_000099_000109,vatex_caption,3,26,2,7.6923076923076925,1,0,1,0,1,0,1,0
t0PjOtOi6_E_000099_000109,vatex_caption,4,12,2,16.666666666666668,1,0,1,0,1,0,1,0
t0PjOtOi6_E_000099_000109,vatex_caption,5,18,3,22.22222222222222,1,1,1,0,1,2,1,0
t0PjOtOi6_E_000099_000109,vatex_caption,6,11,2,18.181818181818183,1,1,0,0,1,1,0,0
t0PjOtOi6_E_000099_000109,vatex_caption,7,14,3,21.428571428571427,1,0,1,1,1,0,1,1
t0PjOtOi6_E_000099_000109,vatex_caption,8,12,1,8.333333333333334,1,0,0,0,1,0,0,0
t0PjOtOi6_E_000099_000109,vatex_caption,9,13,2,15.384615384615385,1,1,0,0,1,1,0,0
aRk48WYjBBk_000029_000039,professional_ad,0,47,3,10.638297872340425,0,1,1,1,0,2,2,1
aRk48WYjBBk_000029_000039,vatex_caption,0,11,3,36.36363636363637,1,1,1,0,2,1,1,0
aRk48WYjBBk_000029_000039,vatex_caption,1,14,3,21.428571428571427,1,1,1,0,1,1,1,0
aRk48WYjBBk_000029_000039,vatex_caption,2,13,3,30.76923076923077,1,1,0,1,2,1,0,1
aRk48WYjBBk_000029_000039,vatex_caption,3,11,2,18.181818181818183,0,1,0,1,0,1,0,1
aRk48WYjBBk_000029_000039,vatex_caption,4,10,2,20.0,0,1,0,1,0,1,0,1
aRk48WYjBBk_000029_000039,vatex_caption,5,10,2,20.0,0,1,0,1,0,1,0,1
aRk48WYjBBk_000029_000039,vatex_caption,6,10,2,20.0,1,1,0,0,1,1,0,0
aRk48WYjBBk_000029_000039,vatex_caption,7,11,2,18.181818181818183,0,1,0,1,0,1,0,1
aRk48WYjBBk_000029_000039,vatex_caption,8,17,2,17.647058823529413,0,1,0,1,0,2,0,1
aRk48WYjBBk_000029_000039,vatex_caption,9,13,2,15.384615384615385,0,1,0,1,0,1,0,1
GjFIm1HdB3I_000021_000031,professional_ad,0,49,4,20.408163265306122,1,1,1,1,5,3,1,1
GjFIm1HdB3I_000021_000031,vatex_caption,0,20,2,10.0,1,0,1,0,1,0,1,0
GjFIm1HdB3I_000021_000031,vatex_caption,1,19,2,31.57894736842105,1,1,0,0,3,3,0,0
GjFIm1HdB3I_000021_000031,vatex_caption,2,17,1,11.764705882352942,1,0,0,0,2,0,0,0
GjFIm1HdB3I_000021_000031,vatex_caption,3,15,1,6.666666666666667,1,0,0,0,1,0,0,0
GjFIm1HdB3I_000021_000031,vatex_caption,4,17,1,5.882352941176471,0,0,0,1,0,0,0,1
GjFIm1HdB3I_000021_000031,vatex_caption,5,13,2,23.076923076923077,1,1,0,0,2,1,0,0
GjFIm1HdB3I_000021_000031,vatex_caption,6,20,1,5.0,1,0,0,0,1,0,0,0
GjFIm1HdB3I_000021_000031,vatex_caption,7,26,2,15.384615384615385,1,0,0,1,3,0,0,1
GjFIm1HdB3I_000021_000031,vatex_caption,8,16,1,6.25,1,0,0,0,1,0,0,0
GjFIm1HdB3I_000021_000031,vatex_caption,9,16,2,25.0,1,0,0,1,3,0,0,1
dnzSQiK7PKw_000000_000010,professional_ad,0,68,4,17.647058823529413,1,1,1,1,5,1,3,3
dnzSQiK7PKw_000000_000010,vatex_caption,0,15,4,40.0,1,1,1,1,2,1,1,2
dnzSQiK7PKw_000000_000010,vatex_caption,1,16,3,37.5,1,1,0,1,3,1,0,2
dnzSQiK7PKw_000000_000010,vatex_caption,2,24,4,37.5,1,1,1,1,4,3,1,1
dnzSQiK7PKw_000000_000010,vatex_caption,3,15,2,13.333333333333334,0,1,0,1,0,1,0,1
dnzSQiK7PKw_000000_000010,vatex_caption,4,12,2,16.666666666666668,1,0,0,1,1,0,0,1
dnzSQiK7PKw_000000_000010,vatex_caption,5,14,3,21.428571428571427,1,1,0,1,1,1,0,1
